,Store,Date,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday,Dept,Weekly_Sales,Type,Size
32,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,34,12852.83,A,151315
33,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,35,2420.0,A,151315
34,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,36,432.0,A,151315
35,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,37,3450.68,A,151315
36,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,38,94136.35,A,151315
37,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,40,60828.25,A,151315
38,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,41,924.53,A,151315
39,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,42,7284.34,A,151315
40,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,44,4463.33,A,151315
41,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,45,34.47,A,151315
42,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,46,18826.47,A,151315
43,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,48,247.0,A,151315
44,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,49,16139.05,A,151315
45,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,51,28.11,A,151315
46,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,52,2728.58,A,151315
47,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,54,383.0,A,151315
48,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,55,18892.81,A,151315
49,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,56,2849.12,A,151315
50,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,58,4505.0,A,151315
51,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,59,1447.42,A,151315
52,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,60,1003.2,A,151315
53,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,67,17614.47,A,151315
54,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,71,4752.0,A,151315
55,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,72,79636.32,A,151315
56,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,74,11857.96,A,151315
57,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,79,36080.86,A,151315
58,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,80,16720.84,A,151315
59,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,81,30694.25,A,151315
60,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,82,20949.36,A,151315
61,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,83,7521.08,A,151315
62,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,85,4994.64,A,151315
63,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,87,39254.57,A,151315
64,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,90,79455.64,A,151315
65,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,91,66937.0,A,151315
66,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,92,143081.42,A,151315
67,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,93,70202.02,A,151315
68,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,94,62329.48,A,151315
69,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,95,111390.36,A,151315
70,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,97,33874.47,A,151315
71,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,98,16309.73,A,151315
72,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,1,46039.49,A,151315
73,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,2,44682.74,A,151315
74,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,3,10887.84,A,151315
75,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,4,35351.21,A,151315
76,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,5,29620.81,A,151315
77,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,6,9135.0,A,151315
78,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,7,18310.31,A,151315
79,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,8,37334.83,A,151315
80,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,9,16562.49,A,151315
81,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,10,31494.77,A,151315
82,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,11,21760.75,A,151315
83,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,12,8654.07,A,151315
84,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,13,36476.4,A,151315
85,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,14,18129.02,A,151315
86,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,16,11873.89,A,151315
87,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,17,13403.66,A,151315
88,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,18,19006.5,A,151315
89,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,19,1490.79,A,151315
90,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,20,3697.7,A,151315
91,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,21,8735.83,A,151315
92,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,22,14807.95,A,151315
93,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,23,22812.41,A,151315
94,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,24,8050.24,A,151315
95,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,25,13268.75,A,151315
96,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,26,10050.92,A,151315
97,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,27,2339.5,A,151315
98,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,28,1008.36,A,151315
99,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,29,7696.61,A,151315
100,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,30,5328.5,A,151315
101,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,31,3228.96,A,151315
102,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,32,14700.59,A,151315
103,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,33,8483.54,A,151315
104,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,34,12852.83,A,151315
105,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,35,2420.0,A,151315
106,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,36,432.0,A,151315
107,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,37,3450.68,A,151315
108,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,38,94136.35,A,151315
109,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,40,60828.25,A,151315
110,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,41,924.53,A,151315
111,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,42,7284.34,A,151315
112,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,44,4463.33,A,151315
113,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,45,34.47,A,151315
114,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,46,18826.47,A,151315
115,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,48,247.0,A,151315
116,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,49,16139.05,A,151315
117,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,51,28.11,A,151315
118,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,52,2728.58,A,151315
119,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,54,383.0,A,151315
120,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,55,18892.81,A,151315
121,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,56,2849.12,A,151315
122,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,58,4505.0,A,151315
123,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,59,1447.42,A,151315
124,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,60,1003.2,A,151315
125,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,67,17614.47,A,151315
126,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,71,4752.0,A,151315
127,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,72,79636.32,A,151315
128,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,74,11857.96,A,151315
129,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,79,36080.86,A,151315
130,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,80,16720.84,A,151315
131,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,81,30694.25,A,151315
132,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,82,20949.36,A,151315
133,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,83,7521.08,A,151315
134,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,85,4994.64,A,151315
135,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,87,39254.57,A,151315
136,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,90,79455.64,A,151315
137,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,91,66937.0,A,151315
138,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,92,143081.42,A,151315
139,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,93,70202.02,A,151315
140,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,94,62329.48,A,151315
141,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,95,111390.36,A,151315
142,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,97,33874.47,A,151315
143,1,2010-02-12,38.51,2.548,,,,,,211.24216980000003,8.106,True,98,16309.73,A,151315
144,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,1,18194.74,A,151315
145,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,2,45182.5,A,151315
146,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,3,12134.69,A,151315
147,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,4,36603.78,A,151315
148,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,5,17776.56,A,151315
149,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,6,4432.69,A,151315
150,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,7,20824.49,A,151315
151,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,8,32737.89,A,151315
152,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,9,40143.87,A,151315
153,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,10,32256.12,A,151315
154,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,11,16107.93,A,151315
155,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,12,10724.56,A,151315
156,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,13,39525.93,A,151315
157,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,14,12884.22,A,151315
158,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,16,22643.73,A,151315
159,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,17,9408.87,A,151315
160,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,18,246.0,A,151315
161,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,19,1772.53,A,151315
162,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,20,2715.5,A,151315
163,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,21,7966.59,A,151315
164,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,22,8800.21,A,151315
165,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,23,16086.08,A,151315
166,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,24,4214.57,A,151315
167,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,25,8239.24,A,151315
168,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,26,6160.0,A,151315
169,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,27,832.26,A,151315
170,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,28,478.76,A,151315
171,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,29,3701.66,A,151315
172,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,30,3342.76,A,151315
173,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,31,2639.96,A,151315
174,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,32,6320.36,A,151315
175,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,33,3928.25,A,151315
176,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,34,9250.0,A,151315
177,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,35,1751.0,A,151315
178,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,36,357.0,A,151315
179,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,37,2939.98,A,151315
180,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,38,78481.32,A,151315
181,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,40,59179.16,A,151315
182,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,41,2997.87,A,151315
183,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,42,7408.52,A,151315
184,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,44,5082.72,A,151315
185,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,45,11.47,A,151315
186,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,46,18400.52,A,151315
187,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,48,434.0,A,151315
188,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,49,10138.47,A,151315
189,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,52,3551.68,A,151315
190,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,54,177.0,A,151315
191,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,55,9199.14,A,151315
192,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,56,1658.16,A,151315
193,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,58,3894.0,A,151315
194,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,59,535.1,A,151315
195,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,60,976.8,A,151315
196,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,67,6400.56,A,151315
197,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,71,3543.26,A,151315
198,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,72,44555.16,A,151315
199,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,74,11146.79,A,151315
200,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,79,34512.69,A,151315
201,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,80,16198.34,A,151315
202,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,81,30035.78,A,151315
203,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,82,17349.06,A,151315
204,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,83,5434.06,A,151315
205,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,85,4081.38,A,151315
206,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,87,39921.6,A,151315
207,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,90,78235.77,A,151315
208,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,91,68960.79,A,151315
209,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,92,134373.61,A,151315
210,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,93,74834.54,A,151315
211,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,94,64872.11,A,151315
212,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,95,125027.49,A,151315
213,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,96,32404.72,A,151315
214,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,97,38996.39,A,151315
215,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,98,11125.38,A,151315
216,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,1,18194.74,A,151315
217,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,2,45182.5,A,151315
218,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,3,12134.69,A,151315
219,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,4,36603.78,A,151315
220,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,5,17776.56,A,151315
221,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,6,4432.69,A,151315
222,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,7,20824.49,A,151315
223,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,8,32737.89,A,151315
224,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,9,40143.87,A,151315
225,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,10,32256.12,A,151315
226,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,11,16107.93,A,151315
227,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,12,10724.56,A,151315
228,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,13,39525.93,A,151315
229,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,14,12884.22,A,151315
230,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,16,22643.73,A,151315
231,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,17,9408.87,A,151315
232,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,18,246.0,A,151315
233,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,19,1772.53,A,151315
234,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,20,2715.5,A,151315
235,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,21,7966.59,A,151315
236,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,22,8800.21,A,151315
237,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,23,16086.08,A,151315
238,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,24,4214.57,A,151315
239,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,25,8239.24,A,151315
240,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,26,6160.0,A,151315
241,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,27,832.26,A,151315
242,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,28,478.76,A,151315
243,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,29,3701.66,A,151315
244,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,30,3342.76,A,151315
245,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,31,2639.96,A,151315
246,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,32,6320.36,A,151315
247,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,33,3928.25,A,151315
248,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,34,9250.0,A,151315
249,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,35,1751.0,A,151315
250,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,36,357.0,A,151315
251,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,37,2939.98,A,151315
252,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,38,78481.32,A,151315
253,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,40,59179.16,A,151315
254,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,41,2997.87,A,151315
255,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,42,7408.52,A,151315
256,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,44,5082.72,A,151315
257,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,45,11.47,A,151315
258,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,46,18400.52,A,151315
259,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,48,434.0,A,151315
260,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,49,10138.47,A,151315
261,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,52,3551.68,A,151315
262,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,54,177.0,A,151315
263,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,55,9199.14,A,151315
264,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,56,1658.16,A,151315
265,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,58,3894.0,A,151315
266,1,2010-09-10,78.69,2.565,,,,,,211.49519019999997,7.787000000000001,True,59,535.1,A,151315
